==============================================
   校长我来当 - 游戏全部文本（平台/工单审核用）
   版本: v3.7 (versionCode 29)
   包名: com.arktools.xiaozhang
684. "一位优秀教师收到竞争对手开出的双倍薪资邀请，提出辞职。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
685. "一位学生在课间展示了惊人的才艺，引来全班鼓掌！班级氛围更加融洽。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
686. "一位家长反映其孩子在学校遭到其他同学欺凌，要求学校处理。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
687. "一位家长在班级群吐槽学校伙食，引发连锁反应，截图被广泛传播。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
688. "一位拥有百万粉丝的教育博主想来探校直播。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
689. "一位教师的教学论文被核心期刊录用，提出希望学校资助出版费用。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
690. "一位早年毕业的学生考上了顶尖大学，在采访中感谢母校培养！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
691. "一位老教师退休前语重心长地问你：'校长，咱们办学的初心还在吗？'"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
692. "一位骨干教师申请参加省级教学技能培训，需要脱产两周。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
693. "一名初二女生的家长紧急来电：她的女儿被同学在社交平台上匿名辱骂、"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
694. "一名学生的小发明在青少年科技创新大赛中获奖，学校名声传播！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
695. "一名学生课间追跑时摔倒骨折，家长要求学校承担全部医疗费。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
696. "一周后，卫生局出具了检查报告。所有患病学生已康复出院。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
697. "一周后，需要公布最终解决方案。教师们等待你的正式答复。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
698. "一定"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
699. "一家教育公益基金会来访，提出资助困难家庭学生入读你校的合作意向。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
700. "一家民办教育扶持基金会正在评选优秀学校，你的学校符合申报条件。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
701. "一家知名企业提出冠名赞助学校运动会，提供10万赞助费。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
702. "一对一"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
703. "一对一导师指导，个性化发展"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
704. "一对一面谈"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/parent/ParentSatisfactionManager.kt
705. "一所实力雄厚的新学校在附近开业，广告铺天盖地，部分家长被吸引。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
706. "一所海外知名学校发来合作邀请，希望开展师生交换项目。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
707. "一所海外知名学校提出交换生项目合作意向。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
708. "一本"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
709. "一次闪退后永远进不去"
   来源文件: app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
710. "一步一步变更强"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
711. "一派独大"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/FactionManager.kt
712. "一流名校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/reputation/ReputationManager.kt
713. "一篇正面报道发布，学校知名度提升"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
714. "一篇题为《名校的背后：XX学校管理乱象调查》的文章在社交媒体刷屏，"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
715. "一群学生联名请愿希望学校延长图书馆开放时间，并增设自习室。你如何回应？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
716. "一般"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/StudentAttributes.kt, app/src/main/java/com/arktools/xiaozhang/domain/suggestion/SuggestionBoxManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/teacherdev/TeacherDevelopmentManager.kt, app/src/main/java/com/arktools/xiaozhang/ui/gameover/GameOverDialog.kt, app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
717. "一般般吧，中规中矩。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
718. "一锤定音"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
719. "一键培训"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
720. "一键培训完成"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
721. "一键培训预算"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
722. "一键维修"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
723. "一鸣"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
724. "一鸣惊人"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
725. "万嘉地产"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/StockRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
726. "万科"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
727. "三、给予党内严重警告处分"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
728. "三十而立"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
729. "三天后，确诊病例增加到47人（含3名教师）。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
730. "三年后将迎来第一届高考，加油！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
731. "三年学习改变了我的人生轨迹。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
732. "三年白读了，成绩太差。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
733. "三星学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
734. "三段论严密推理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
735. "三甲医院院长"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
736. "上下一心"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
737. "上升"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/finance/FinancialReportManager.kt
738. "上市公司董事长"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
739. "上海交通大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
740. "上海理工大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
741. "上海财经大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
742. "上涨"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Stock.kt
743. "上级调查发现经济问题，处以罚款并通报批评。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CorruptionManager.kt
744. "上课期间统一收手机+家校联动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
745. "下一场比赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
746. "下次再说"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
747. "下次检查"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/government/GovernmentScreen.kt
748. "下跌"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Stock.kt
749. "下降"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt, app/src/main/java/com/arktools/xiaozhang/domain/finance/FinancialReportManager.kt
750. "不以为然"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
751. "不使用战术，直接开始"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
752. "不做公开回应，让谣言自然消散"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
753. "不做强制规定"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
754. "不公平对待"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/parent/ParentSatisfactionManager.kt
755. "不参与"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
756. "不参加"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt
757. "不及格"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/exam/ExamScreen.kt
758. "不同学区有不同的曝光率和佣金。声誉越高，可进入的学区越好。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/components/GameTips.kt
759. "不同意"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt
760. "不同意并退出"
   来源文件: app/src/main/java/com/arktools/adsdk/ui/PrivacyPolicyDialog.kt
761. "不太对哦，这是典型的酸碱反应"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
762. "不太满意，期望有落差。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
763. "不干涉私人生活（忠诚+10）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
764. "不应该公开排名"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
765. "不应该统一穿校服"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
766. "不必麻烦家长"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
767. "不忘初心，方得始终"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
768. "不感兴趣"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
769. "不批准"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt
770. "不捐"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
771. "不续约则教师离校。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
772. "不续约，放人"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
773. "与其他学校联合活动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
774. "与家长代表谈判进入第二天。家长的核心诉求："
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
775. "与市场持平，正常招聘"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
776. "与栽培，深感不舍。但由于自身发展需要，"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
777. "专利"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/conference/ConferenceScreen.kt
778. "专利申请"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
779. "专注当前学校品质"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
780. "专注本校发展"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
781. "专科"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
782. "专科学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
783. "专项督导"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/government/GovernmentInspectionManager.kt
784. "世界500强"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/employment/EmploymentMarket.kt
785. "世界一流"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
786. "世界一流学府"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
787. "世界级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
788. "业内最低薪资，难以留住人才"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
789. "业界顶薪，吸引最顶尖教育人才"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
790. "业绩超预期"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
791. "东京大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
792. "东南大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
793. "两位年轻教师在校内公开恋爱关系，部分家长认为影响教学风气。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
794. "两名学生课间追逐打闹时一人摔倒受伤，家长到校交涉。已妥善处理。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
795. "两周后疫情基本控制，准备复课。家长对复课安全仍有顾虑。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
796. "两星学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
797. "严令禁止，违者处分"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
798. "严格筛选"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
799. "严格考核，培养真才实学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
800. "严格要求"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/TeacherTrait.kt
801. "严肃处分欺凌者+心理辅导"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
802. "严肃调查处理（花费1万，声誉+400）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
803. "严重"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt, app/src/main/java/com/arktools/xiaozhang/domain/studentlife/StudentLifeManager.kt
804. "严重偏科"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/reputation/ReputationScreen.kt
805. "严重负债！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
806. "严重负债！必须立即削减开支或增加收入！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
807. "个人事务与灰色地带"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
808. "个人事务灰色地带"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
809. "个人投资机会"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
810. "个人资产已经很可观，要不要把钱转移到更安全的地方？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
811. "个人资金"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
812. "个人资金不足，无法拉拢派系核心人物。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/FactionManager.kt
813. "个体经营者"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
814. "个别处理，不公开"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
815. "个别约谈骨干教师，开出优厚留任条件"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
816. "个别联系退学家长挽留"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
817. "个股利好"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Stock.kt
818. "个股利空"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Stock.kt
819. "中国平安"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
820. "中国科学技术大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
821. "中国科学院"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
822. "中央财经大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
823. "中学教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
824. "中小企业"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/employment/EmploymentMarket.kt
825. "中山大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
826. "中立"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
827. "中等"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/studentlife/StudentLifeManager.kt, app/src/main/java/com/arktools/xiaozhang/ui/exam/ExamScreen.kt
828. "中等规模学术交流，涵盖多个议题"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
829. "中等风险"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CorruptionManager.kt
830. "中级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/employment/EmploymentMarket.kt, app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
831. "中级教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/teacherdev/TeacherDevelopmentManager.kt
832. "中级骨干"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/alumni/AlumniNetwork.kt
833. "丰富多彩"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
834. "临时停课等水退"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
835. "为什么要用冰冷的酒精？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
836. "为保障您的权益，在使用本应用前，请您仔细阅读并同意以下条款："
   来源文件: app/src/main/java/com/arktools/adsdk/ui/PrivacyPolicyDialog.kt
837. "为学生提供营养均衡的免费早餐"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/studentlife/StudentLifeManager.kt
838. "主任"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialOverlay.kt
839. "主体建设"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/expansion/CampusExpansionManager.kt
840. "主办"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/conference/ConferenceScreen.kt
841. "主办方"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
842. "主动公布审计结论，开办家长说明会"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
843. "主动承担费用（花费3万，声誉+200）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
844. "主动提交详细防控报告，申请延长停课并承担部分费用"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
845. "主治医师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
846. "主管"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialOverlay.kt
847. "主讲嘉宾"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
848. "丽"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/TeacherRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
849. "举办"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/parent/ParentScreen.kt
850. "举办参加学术交流"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
851. "举办夏令营（资金+8万，声誉+200）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
852. "举办开放日（花费1万，声誉+400）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
853. "举办活动（花费2万，声誉+300）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
854. "举办高端晚会向成功校友募捐，高投入高回报"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/alumni/AlumniNetwork.kt
855. "义卖物资准备不足，部分摊位冷清。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/seasonal/SeasonalActivityManager.kt
856. "乐器演奏、合唱、音乐创作"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
857. "乐知教育"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
858. "乐队演奏"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
859. "乐队获校际比赛冠军"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
860. "也有一定效果，但洗洁精的效果最佳"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
861. "乡镇初创学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
862. "书架松动需要加固"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
863. "书香校园"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
864. "买入"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/stock/StockScreen.kt
865. "了解第三方 SDK 详情及您的权利。"
   来源文件: app/src/main/java/com/arktools/adsdk/ui/PrivacyPolicyDialog.kt
866. "了解详情，积极准备（声誉+400）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
867. "事件"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/main/MainScreen.kt
868. "事件发酵到第二天。当地媒体记者已经在校门口蹲守，"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
869. "事件处理后的善后阶段。受害学生目前情绪稍有好转但仍不愿回校。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
870. "事件奖励"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
871. "事件总览"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventScreen.kt
872. "事件持续发酵第三天。已有电视台记者来校门口拍摄，"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
873. "事件记录"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
874. "事情已经处理了，回归正常"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
875. "事情过了就过了，不额外投入"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
876. "二、免予刑事处罚，保留职务"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
877. "二十年如一日"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
878. "二本"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
879. "于"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
880. "亏损"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/gameover/GameOverDialog.kt
881. "云南大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
882. "互动式教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
883. "互联网教育平台强势崛起，是否也开设线上课程拓展生源？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
884. "互联网时代"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
885. "五人团队"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
886. "五年坚守"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
887. "五星学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
888. "五维均值接近，班级实力均衡"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/SchoolClass.kt
889. "五维均衡发展，综合素质大幅提升。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
890. "五维属性"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
891. "交流中获得了有价值的办学建议"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
892. "交流办学经验（可能获得建议）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
893. "亲身参与体验，从做中学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
894. "人"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/club/ClubScreen.kt
895. "人工智能教育成为热点，学校凭借前瞻布局率先开设编程和AI课程！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
896. "人心所向"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
897. "人心涣散"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
898. "人情世故"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
899. "人才挖角"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
900. "人数"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
901. "人文社科"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
902. "人格魅力"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/TeacherTrait.kt
903. "人气教师"
